GENEID	SYMBOL	GENETYPE
ENSG00000111206.12	FOXM1	protein_coding
ENSG00000011105.14	TSPAN9	protein_coding
ENSG00000256862.3	AC005842.1	lncRNA
ENSG00000130035.8	GALNT8	protein_coding
ENSG00000047617.15	ANO2	protein_coding
ENSG00000067182.8	TNFRSF1A	protein_coding
ENSG00000111321.11	LTBR	protein_coding
ENSG00000256433.3	AC005840.2	lncRNA
ENSG00000111640.15	GAPDH	protein_coding
ENSG00000247853.2	AC006064.2	lncRNA
ENSG00000251898.1	SCARNA11	scaRNA
ENSG00000111644.8	ACRBP	protein_coding
ENSG00000111665.11	CDCA3	protein_coding
ENSG00000139178.11	C1RL	protein_coding
ENSG00000177575.12	CD163	protein_coding
ENSG00000173262.11	SLC2A14	protein_coding
ENSG00000287713.1	AC006517.6	lncRNA
ENSG00000278459.1	AC006517.5	misc_RNA
ENSG00000241828.2	AC006517.4	processed_pseudogene
ENSG00000059804.16	SLC2A3	protein_coding
ENSG00000171860.5	C3AR1	protein_coding
ENSG00000226091.7	LINC00937	lncRNA
ENSG00000166527.8	CLEC4D	protein_coding
ENSG00000166523.8	CLEC4E	protein_coding
ENSG00000111752.11	PHC1	protein_coding
ENSG00000139187.10	KLRG1	protein_coding
ENSG00000255776.1	VDAC2P2	processed_pseudogene
ENSG00000245105.4	A2M-AS1	lncRNA
ENSG00000256937.1	KRT17P8	processed_pseudogene
ENSG00000256720.1	BTG1P1	processed_pseudogene
ENSG00000237248.5	LINC00987	lncRNA
ENSG00000111796.4	KLRB1	protein_coding
ENSG00000225231.2	LINC02470	lncRNA
ENSG00000172322.14	CLEC12A	protein_coding
ENSG00000165682.14	CLEC1B	protein_coding
ENSG00000256660.6	CLEC12B	protein_coding
ENSG00000150048.10	CLEC1A	protein_coding
ENSG00000173391.9	OLR1	protein_coding
ENSG00000213809.9	KLRK1	protein_coding
ENSG00000134545.13	KLRC1	protein_coding
ENSG00000111215.12	PRR4	protein_coding
ENSG00000111261.14	MANSC1	protein_coding
ENSG00000205791.3	LOH12CR2	lncRNA
ENSG00000247498.10	GPRC5D-AS1	lncRNA
ENSG00000111291.8	GPRC5D	protein_coding
ENSG00000134531.10	EMP1	protein_coding
ENSG00000200475.1	RN7SKP162	misc_RNA
ENSG00000121316.11	PLBD1	protein_coding
ENSG00000200830.1	RN7SKP134	misc_RNA
ENSG00000256751.6	PLBD1-AS1	lncRNA
ENSG00000139053.3	PDE6H	protein_coding
ENSG00000008394.13	MGST1	protein_coding
ENSG00000253284.2	AC092828.1	lncRNA
ENSG00000287074.1	AC137561.1	lncRNA
ENSG00000172572.6	PDE3A	protein_coding
ENSG00000256663.1	AC112777.1	processed_pseudogene
ENSG00000134548.11	SPX	protein_coding
ENSG00000111716.14	LDHB	polymorphic_pseudogene
ENSG00000111728.10	ST8SIA1	protein_coding
ENSG00000060982.15	BCAT1	protein_coding
ENSG00000278969.1	AC026310.3	TEC
ENSG00000029153.14	ARNTL2	protein_coding
ENSG00000187950.8	OVCH1	protein_coding
ENSG00000133687.16	TMTC1	protein_coding
ENSG00000276900.1	AC023157.3	lncRNA
ENSG00000188375.5	H3-5	protein_coding
ENSG00000139132.14	FGD4	protein_coding
ENSG00000260943.1	LINC02555	lncRNA
ENSG00000223914.4	LINC02471	lncRNA
ENSG00000225342.2	LRRK2-DT	lncRNA
ENSG00000184613.10	NELL2	protein_coding
ENSG00000257657.3	AC079950.1	lncRNA
ENSG00000258352.1	AC119044.1	transcribed_processed_pseudogene
ENSG00000206612.1	SNORA2A	snoRNA
ENSG00000139537.11	CCDC65	protein_coding
ENSG00000169884.14	WNT10B	protein_coding
ENSG00000258101.2	AC010173.1	lncRNA
ENSG00000161791.14	FMNL3	protein_coding
ENSG00000184271.17	POU6F1	protein_coding
ENSG00000139567.13	ACVRL1	protein_coding
ENSG00000135503.13	ACVR1B	protein_coding
ENSG00000170486.11	KRT72	protein_coding
ENSG00000257495.5	KRT73-AS1	lncRNA
ENSG00000186049.8	KRT73	protein_coding
ENSG00000258120.2	KRT128P	unprocessed_pseudogene
ENSG00000135476.12	ESPL1	protein_coding
ENSG00000205352.11	PRR13	protein_coding
ENSG00000123405.14	NFE2	protein_coding
ENSG00000139572.4	GPR84	protein_coding
ENSG00000135426.16	TESPA1	protein_coding
ENSG00000170439.7	METTL7B	protein_coding
ENSG00000135424.17	ITGA7	protein_coding
ENSG00000135404.11	CD63	protein_coding
ENSG00000123342.16	MMP19	protein_coding
ENSG00000139641.12	ESYT1	protein_coding
ENSG00000110944.9	IL23A	protein_coding
ENSG00000252206.1	RNU7-40P	snRNA
ENSG00000185482.8	STAC3	protein_coding
ENSG00000175197.12	DDIT3	protein_coding
ENSG00000166987.15	MBD6	protein_coding
ENSG00000155980.12	KIF5A	protein_coding
ENSG00000196935.9	SRGAP1	protein_coding
ENSG00000174099.11	MSRB3	protein_coding
ENSG00000250280.2	AC026124.1	lncRNA
ENSG00000197301.7	HMGA2-AS1	lncRNA
ENSG00000090376.11	IRAK3	protein_coding
ENSG00000225422.4	RBMS1P1	processed_pseudogene
ENSG00000155974.12	GRIP1	protein_coding
ENSG00000257083.7	AC073530.1	lncRNA
ENSG00000127334.10	DYRK2	protein_coding
ENSG00000255733.5	IFNG-AS1	lncRNA
ENSG00000236946.2	HNRNPA1P70	processed_pseudogene
ENSG00000127325.19	BEST3	protein_coding
ENSG00000072657.9	TRHDE	protein_coding
ENSG00000236333.4	TRHDE-AS1	lncRNA
ENSG00000165891.16	E2F7	protein_coding
ENSG00000257835.2	AC073591.1	lncRNA
ENSG00000257557.2	PPP1R12A-AS1	lncRNA
ENSG00000111052.7	LIN7A	protein_coding
ENSG00000111058.8	ACSS3	protein_coding
ENSG00000246363.3	LINC02458	lncRNA
ENSG00000257322.6	AC138123.1	lncRNA
ENSG00000136040.9	PLXNC1	protein_coding
ENSG00000258172.1	AC073655.1	lncRNA
ENSG00000206899.1	RNU6-36P	snRNA
ENSG00000227825.4	SLC9A7P1	transcribed_processed_pseudogene
ENSG00000212443.1	SNORA53	snoRNA
ENSG00000238105.7	GOLGA2P5	transcribed_unprocessed_pseudogene
ENSG00000136048.14	DRAM1	protein_coding
ENSG00000017427.16	IGF1	protein_coding
ENSG00000179088.14	C12orf42	protein_coding
ENSG00000136011.15	STAB2	protein_coding
ENSG00000151131.11	C12orf45	protein_coding
ENSG00000136010.14	ALDH1L2	protein_coding
ENSG00000136026.14	CKAP4	protein_coding
ENSG00000258355.1	AC079174.1	lncRNA
ENSG00000151136.15	BTBD11	protein_coding
ENSG00000183160.9	TMEM119	protein_coding
ENSG00000110876.9	SELPLG	protein_coding
ENSG00000084112.15	SSH1	protein_coding
ENSG00000076555.15	ACACB	protein_coding
ENSG00000111199.11	TRPV4	protein_coding
ENSG00000204852.16	TCTN1	protein_coding
ENSG00000201428.1	RN7SKP71	misc_RNA
ENSG00000089169.15	RPH3A	protein_coding
ENSG00000089127.13	OAS1	protein_coding
ENSG00000111331.13	OAS3	protein_coding
ENSG00000111335.12	OAS2	protein_coding
ENSG00000277566.1	AC089999.4	lncRNA
ENSG00000196668.4	LINC00173	lncRNA
ENSG00000258102.5	MAP1LC3B2	protein_coding
ENSG00000135116.9	HRK	protein_coding
ENSG00000257279.1	AC127164.1	lncRNA
ENSG00000274859.1	AC131238.1	lncRNA
ENSG00000244112.3	RN7SL508P	misc_RNA
ENSG00000135127.11	BICDL1	protein_coding
ENSG00000089159.16	PXN	protein_coding
ENSG00000202538.1	RNU4-2	snRNA
ENSG00000200795.1	RNU4-1	snRNA
ENSG00000135114.12	OASL	protein_coding
ENSG00000110931.19	CAMKK2	protein_coding
ENSG00000256742.1	KDM2B-DT	lncRNA
ENSG00000139714.12	MORN3	protein_coding
ENSG00000286586.1	AC084018.4	lncRNA
ENSG00000158104.11	HPD	protein_coding
ENSG00000255398.3	HCAR3	protein_coding
ENSG00000280381.1	AC026362.2	TEC
ENSG00000280120.1	AC073857.1	TEC
ENSG00000150977.10	RILPL2	protein_coding
ENSG00000197653.16	DNAH10	protein_coding
ENSG00000278973.1	AC073592.2	TEC
ENSG00000279233.1	AC122688.3	TEC
ENSG00000151948.12	GLT1D1	protein_coding
ENSG00000256581.1	NLRP9P1	unprocessed_pseudogene
ENSG00000250790.4	AC127070.2	lncRNA
ENSG00000226057.7	PHF2P2	transcribed_unprocessed_pseudogene
ENSG00000121742.19	GJB6	protein_coding
ENSG00000222747.1	RNA5SP25	rRNA_pseudogene
ENSG00000180776.15	ZDHHC20	protein_coding
ENSG00000102678.7	FGF9	protein_coding
ENSG00000276476.3	AL136962.1	lncRNA
ENSG00000232187.1	FTH1P7	processed_pseudogene
ENSG00000132932.17	ATP8A2	protein_coding
ENSG00000122025.15	FLT3	protein_coding
ENSG00000122043.11	LINC00544	lncRNA
ENSG00000132965.9	ALOX5AP	protein_coding
ENSG00000237879.1	LINC00398	lncRNA
ENSG00000102802.10	MEDAG	protein_coding
ENSG00000139618.15	BRCA2	protein_coding
ENSG00000133116.8	KL	protein_coding
ENSG00000230490.3	AL139383.1	lncRNA
ENSG00000133101.10	CCNA1	protein_coding
ENSG00000183722.9	LHFPL6	protein_coding
ENSG00000288542.1	AL133318.1	lncRNA
ENSG00000168852.13	TPTE2P5	transcribed_unprocessed_pseudogene
ENSG00000287837.1	AL590064.1	lncRNA
ENSG00000239827.8	SUGT1P3	transcribed_unprocessed_pseudogene
ENSG00000244264.3	RN7SL597P	misc_RNA
ENSG00000133106.14	EPSTI1	protein_coding
ENSG00000274001.1	AL512506.1	lncRNA
ENSG00000274357.1	AL139320.1	misc_RNA
ENSG00000152207.7	CYSLTR2	protein_coding
ENSG00000231665.1	OGFOD1P1	processed_pseudogene
ENSG00000152213.4	ARL11	protein_coding
ENSG00000176124.14	DLEU1	lncRNA
ENSG00000285444.1	AL162377.3	protein_coding
ENSG00000102796.11	DHRS12	protein_coding
ENSG00000231856.2	AL162377.1	lncRNA
ENSG00000243406.6	MRPS31P5	transcribed_unprocessed_pseudogene
ENSG00000139675.12	HNRNPA1L2	protein_coding
ENSG00000102837.7	OLFM4	protein_coding
ENSG00000139734.19	DIAPH3	protein_coding
ENSG00000276644.5	DACH1	protein_coding
ENSG00000102554.14	KLF5	protein_coding
ENSG00000118922.17	KLF12	protein_coding
ENSG00000235532.1	LINC00402	lncRNA
ENSG00000286330.1	AL353660.1	lncRNA
ENSG00000136111.14	TBC1D4	protein_coding
ENSG00000261553.5	AL137782.1	lncRNA
ENSG00000136153.20	LMO7	protein_coding
ENSG00000228444.2	AL137244.1	lncRNA
ENSG00000278727.1	AC000403.1	lncRNA
ENSG00000236051.7	MYCBP2-AS1	lncRNA
ENSG00000136160.17	EDNRB	protein_coding
ENSG00000134874.17	DZIP1	protein_coding
ENSG00000247400.4	DNAJC3-DT	lncRNA
ENSG00000088387.19	DOCK9	protein_coding
ENSG00000169508.7	GPR183	protein_coding
ENSG00000238241.2	CCR12P	transcribed_unprocessed_pseudogene
ENSG00000125246.15	CLYBL	protein_coding
ENSG00000102524.11	TNFSF13B	protein_coding
ENSG00000283384.1	AL138694.1	lncRNA
ENSG00000236242.1	MYO16-AS1	lncRNA
ENSG00000285534.1	AL163541.1	lncRNA
ENSG00000185950.9	IRS2	protein_coding
ENSG00000232814.2	COL4A2-AS1	lncRNA
ENSG00000139832.5	RAB20	protein_coding
ENSG00000126217.21	MCF2L	protein_coding
ENSG00000267868.1	AL356740.1	lncRNA
ENSG00000139835.14	GRTP1	protein_coding
ENSG00000183087.15	GAS6	protein_coding
ENSG00000232487.1	RASA3-IT1	lncRNA
ENSG00000258768.2	AL356019.2	lncRNA
ENSG00000222489.1	SNORA79B	snoRNA
ENSG00000214274.9	ANG	protein_coding
ENSG00000129538.14	RNASE1	protein_coding
ENSG00000169397.3	RNASE3	protein_coding
ENSG00000136315.4	AL355922.1	lncRNA
ENSG00000169385.3	RNASE2	protein_coding
ENSG00000165795.23	NDRG2	protein_coding
ENSG00000165801.10	ARHGEF40	protein_coding
ENSG00000255569.1	TRAV1-1	TR_V_gene
ENSG00000256553.1	TRAV1-2	TR_V_gene
ENSG00000211778.2	TRAV4	TR_V_gene
ENSG00000211779.3	TRAV5	TR_V_gene
ENSG00000211782.2	TRAV8-1	TR_V_gene
ENSG00000211786.3	TRAV8-2	TR_V_gene
ENSG00000211787.1	TRAV8-3	TR_V_gene
ENSG00000211790.2	TRAV8-4	TR_V_gene
ENSG00000211792.2	TRAV14DV4	TR_V_gene
ENSG00000211793.2	TRAV9-2	TR_V_gene
ENSG00000211795.3	TRAV8-6	TR_V_gene
ENSG00000211796.1	TRAV16	TR_V_gene
ENSG00000211801.3	TRAV21	TR_V_gene
ENSG00000211802.3	TRAV22	TR_V_gene
ENSG00000211807.3	TRAV26-1	TR_V_gene
ENSG00000211810.3	TRAV29DV5	TR_V_gene
ENSG00000211818.1	TRAV39	TR_V_gene
ENSG00000211821.2	TRDV2	TR_V_gene
ENSG00000211826.1	TRDJ4	TR_J_gene
ENSG00000211834.1	TRAJ57	TR_J_gene
ENSG00000248366.1	TRAJ51	TR_J_pseudogene
ENSG00000211840.1	TRAJ49	TR_J_gene
ENSG00000211841.1	TRAJ48	TR_J_gene
ENSG00000211842.1	TRAJ47	TR_J_gene
ENSG00000211843.1	TRAJ46	TR_J_gene
ENSG00000211844.1	TRAJ45	TR_J_gene
ENSG00000211845.1	TRAJ44	TR_J_gene
ENSG00000211846.1	TRAJ43	TR_J_gene
ENSG00000211847.1	TRAJ42	TR_J_gene
ENSG00000211848.1	TRAJ41	TR_J_gene
ENSG00000211849.1	TRAJ40	TR_J_gene
ENSG00000211850.1	TRAJ39	TR_J_gene
ENSG00000211851.1	TRAJ38	TR_J_gene
ENSG00000278661.1	TRAJ37	TR_J_gene
ENSG00000276699.1	TRAJ36	TR_J_gene
ENSG00000211854.1	TRAJ35	TR_J_gene
ENSG00000211855.1	TRAJ34	TR_J_gene
ENSG00000211856.1	TRAJ33	TR_J_gene
ENSG00000211857.1	TRAJ32	TR_J_gene
ENSG00000211858.1	TRAJ31	TR_J_gene
ENSG00000211859.1	TRAJ30	TR_J_gene
ENSG00000211860.1	TRAJ29	TR_J_gene
ENSG00000211861.1	TRAJ28	TR_J_gene
ENSG00000211862.1	TRAJ27	TR_J_gene
ENSG00000211863.1	TRAJ26	TR_J_gene
ENSG00000211864.2	TRAJ25	TR_J_gene
ENSG00000211865.1	TRAJ24	TR_J_gene
ENSG00000211866.1	TRAJ23	TR_J_gene
ENSG00000211867.1	TRAJ22	TR_J_gene
ENSG00000211868.1	TRAJ21	TR_J_gene
ENSG00000211869.1	TRAJ20	TR_J_gene
ENSG00000211870.1	TRAJ19	TR_J_gene
ENSG00000211871.1	TRAJ18	TR_J_gene
ENSG00000211872.1	TRAJ17	TR_J_gene
ENSG00000211873.1	TRAJ16	TR_J_gene
ENSG00000211875.1	TRAJ14	TR_J_gene
ENSG00000211876.1	TRAJ13	TR_J_gene
ENSG00000211877.1	TRAJ12	TR_J_gene
ENSG00000211878.1	TRAJ11	TR_J_gene
ENSG00000211879.1	TRAJ10	TR_J_gene
ENSG00000211880.1	TRAJ9	TR_J_gene
ENSG00000211881.1	TRAJ8	TR_J_pseudogene
ENSG00000211882.1	TRAJ7	TR_J_gene
ENSG00000211883.1	TRAJ6	TR_J_gene
ENSG00000211884.1	TRAJ5	TR_J_gene
ENSG00000211885.1	TRAJ4	TR_J_gene
ENSG00000211886.1	TRAJ3	TR_J_gene
ENSG00000211887.2	TRAJ2	TR_J_gene
ENSG00000211888.2	TRAJ1	TR_J_gene
ENSG00000197324.9	LRP10	protein_coding
ENSG00000139890.10	REM2	protein_coding
ENSG00000092036.18	HAUS4	protein_coding
ENSG00000166091.21	CMTM5	protein_coding
ENSG00000092051.17	JPH4	protein_coding
ENSG00000100918.13	REC8	protein_coding
ENSG00000213903.9	LTB4R	protein_coding
ENSG00000129467.13	ADCY4	protein_coding
ENSG00000100448.4	CTSG	protein_coding
ENSG00000151320.11	AKAP6	protein_coding
ENSG00000206596.1	RNU1-27P	snRNA
ENSG00000206588.1	RNU1-28P	snRNA
ENSG00000258738.1	AL121603.2	lncRNA
ENSG00000100906.10	NFKBIA	protein_coding
ENSG00000278771.1	RN7SL3	misc_RNA
ENSG00000100504.17	PYGL	protein_coding
ENSG00000100505.13	TRIM9	protein_coding
ENSG00000100526.20	CDKN3	protein_coding
ENSG00000126787.13	DLGAP5	protein_coding
ENSG00000258413.2	AL158801.2	lncRNA
ENSG00000139971.15	ARMH4	protein_coding
ENSG00000139970.17	RTN1	protein_coding
ENSG00000247287.3	AL359220.1	lncRNA
ENSG00000258926.2	AL355916.2	lncRNA
ENSG00000250548.7	LINC01303	lncRNA
ENSG00000258777.1	HIF1A-AS1	lncRNA
ENSG00000100644.17	HIF1A	protein_coding
ENSG00000054654.17	SYNE2	protein_coding
ENSG00000140009.18	ESR2	protein_coding
ENSG00000089775.11	ZBTB25	protein_coding
ENSG00000258878.1	AL355076.3	processed_pseudogene
ENSG00000258760.1	AL355076.2	lncRNA
ENSG00000258561.2	AL359232.1	lncRNA
ENSG00000081181.8	ARG2	protein_coding
ENSG00000239820.3	RN7SL213P	misc_RNA
ENSG00000287167.1	AL133313.1	lncRNA
ENSG00000185650.10	ZFP36L1	protein_coding
ENSG00000072110.13	ACTN1	protein_coding
ENSG00000100678.18	SLC8A3	protein_coding
ENSG00000245466.1	AL357153.1	lncRNA
ENSG00000133985.3	TTC9	protein_coding
ENSG00000286423.1	AC004817.5	lncRNA
ENSG00000251393.4	AC005280.1	lncRNA
ENSG00000170345.10	FOS	protein_coding
ENSG00000259687.2	LINC01220	lncRNA
ENSG00000259319.1	AF111167.2	lncRNA
ENSG00000140044.13	JDP2	protein_coding
ENSG00000156127.8	BATF	protein_coding
ENSG00000119686.10	FLVCR2	protein_coding
ENSG00000119699.7	TGFB3	protein_coding
ENSG00000259058.1	AF111169.2	lncRNA
ENSG00000285966.1	AC007686.4	lncRNA
ENSG00000119669.5	IRF2BPL	protein_coding
ENSG00000246548.3	LINC02288	lncRNA
ENSG00000100580.8	TMED8	protein_coding
ENSG00000100583.4	SAMD15	protein_coding
ENSG00000100596.6	SPTLC2	protein_coding
ENSG00000165409.17	TSHR	protein_coding
ENSG00000140022.13	STON2	protein_coding
ENSG00000185070.11	FLRT2	protein_coding
ENSG00000100433.15	KCNK10	protein_coding
ENSG00000165521.15	EML5	protein_coding
ENSG00000152315.5	KCNK13	protein_coding
ENSG00000119714.11	GPR68	protein_coding
ENSG00000133962.8	CATSPERB	protein_coding
ENSG00000260711.2	AL121839.2	lncRNA
ENSG00000165929.13	TC2N	protein_coding
ENSG00000140092.14	FBLN5	protein_coding
ENSG00000100599.16	AL159141.1	protein_coding
ENSG00000165949.12	IFI27	protein_coding
ENSG00000197249.14	SERPINA1	protein_coding
ENSG00000256357.1	AL132708.1	lncRNA
ENSG00000258615.1	AL117187.1	unprocessed_pseudogene
ENSG00000258572.1	AL133467.1	lncRNA
ENSG00000250366.2	TUNAR	protein_coding
ENSG00000246084.5	LINC02325	lncRNA
ENSG00000246223.9	LINC01550	lncRNA
ENSG00000259097.2	AL163932.1	lncRNA
ENSG00000258511.1	LINC02295	lncRNA
ENSG00000127152.18	BCL11B	protein_coding
ENSG00000205476.9	CCDC85C	protein_coding
ENSG00000036530.9	CYP46A1	protein_coding
ENSG00000196405.13	EVL	protein_coding
ENSG00000199082.1	MIR342	miRNA
ENSG00000243976.2	RN7SL523P	misc_RNA
ENSG00000258404.1	LINC02320	lncRNA
ENSG00000196663.16	TECPR2	protein_coding
ENSG00000156381.9	ANKRD9	protein_coding
ENSG00000239224.3	RN7SL546P	misc_RNA
ENSG00000259717.1	LINC00677	lncRNA
ENSG00000156414.19	TDRD9	protein_coding
ENSG00000242894.3	RN7SL634P	misc_RNA
ENSG00000166183.16	ASPG	protein_coding
ENSG00000066735.14	KIF26A	protein_coding
ENSG00000260792.1	LINC02280	lncRNA
ENSG00000166428.13	PLD4	protein_coding
ENSG00000182809.10	CRIP2	protein_coding
ENSG00000211890.4	IGHA2	IG_C_gene
ENSG00000211892.4	IGHG4	IG_C_gene
ENSG00000211893.4	IGHG2	IG_C_gene
ENSG00000253755.1	IGHGP	IG_C_pseudogene
ENSG00000211895.5	IGHA1	IG_C_gene
ENSG00000211896.7	IGHG1	IG_C_gene
ENSG00000211897.9	IGHG3	IG_C_gene
ENSG00000211933.2	IGHV6-1	IG_V_gene
ENSG00000211934.3	IGHV1-2	IG_V_gene
ENSG00000211937.3	IGHV2-5	IG_V_gene
ENSG00000211938.2	IGHV3-7	IG_V_gene
ENSG00000211941.3	IGHV3-11	IG_V_gene
ENSG00000211942.3	IGHV3-13	IG_V_gene
ENSG00000211943.2	IGHV3-15	IG_V_gene
ENSG00000211945.2	IGHV1-18	IG_V_gene
ENSG00000211946.3	IGHV3-20	IG_V_gene
ENSG00000211947.2	IGHV3-21	IG_V_gene
ENSG00000211949.3	IGHV3-23	IG_V_gene
ENSG00000211950.2	IGHV1-24	IG_V_gene
ENSG00000211951.2	IGHV2-26	IG_V_gene
ENSG00000211952.3	IGHV4-28	IG_V_gene
ENSG00000270550.1	IGHV3-30	IG_V_gene
ENSG00000231475.3	IGHV4-31	IG_V_gene
ENSG00000211955.2	IGHV3-33	IG_V_gene
ENSG00000211956.2	IGHV4-34	IG_V_gene
ENSG00000211959.2	IGHV4-39	IG_V_gene
ENSG00000232216.1	IGHV3-43	IG_V_gene
ENSG00000211962.2	IGHV1-46	IG_V_gene
ENSG00000211964.3	IGHV3-48	IG_V_gene
ENSG00000211965.4	IGHV3-49	IG_V_gene
ENSG00000211966.2	IGHV5-51	IG_V_gene
ENSG00000211967.3	IGHV3-53	IG_V_gene
ENSG00000211968.3	IGHV1-58	IG_V_gene
ENSG00000224373.3	IGHV4-59	IG_V_gene
ENSG00000211972.2	IGHV3-66	IG_V_gene
ENSG00000282600.2	IGHV3-69-1	IG_V_pseudogene
ENSG00000280411.1	IGHV1-69D	IG_V_gene
ENSG00000274576.2	IGHV2-70	IG_V_gene
ENSG00000225698.3	IGHV3-72	IG_V_gene
ENSG00000211976.2	IGHV3-73	IG_V_gene
ENSG00000224650.2	IGHV3-74	IG_V_gene
ENSG00000258732.1	AC025884.1	unprocessed_pseudogene
ENSG00000179455.9	MKRN3	protein_coding
ENSG00000128739.22	SNRPN	protein_coding
ENSG00000273173.5	SNURF	protein_coding
ENSG00000034053.14	APBA2	protein_coding
ENSG00000169918.9	OTUD7A	protein_coding
ENSG00000166923.12	GREM1	protein_coding
ENSG00000198838.13	RYR3	protein_coding
ENSG00000175265.17	GOLGA8A	protein_coding
ENSG00000279092.1	AC025678.3	TEC
ENSG00000215252.11	GOLGA8B	protein_coding
ENSG00000166068.13	SPRED1	protein_coding
ENSG00000172575.12	RASGRP1	protein_coding
ENSG00000175779.4	LINC02694	lncRNA
ENSG00000175746.6	C15orf54	lncRNA
ENSG00000137801.11	THBS1	protein_coding
ENSG00000156970.12	BUB1B	protein_coding
ENSG00000137812.19	KNL1	protein_coding
ENSG00000051180.17	RAD51	protein_coding
ENSG00000251161.4	AC020661.1	lncRNA
ENSG00000128917.8	DLL4	protein_coding
ENSG00000128965.13	CHAC1	protein_coding
ENSG00000240847.3	RN7SL497P	misc_RNA
ENSG00000104147.9	OIP5	protein_coding
ENSG00000062524.16	LTK	protein_coding
ENSG00000174171.6	AC020659.1	lncRNA
ENSG00000159433.12	STARD9	protein_coding
ENSG00000166963.13	MAP1A	protein_coding
ENSG00000166762.18	CATSPER2	protein_coding
ENSG00000185880.13	TRIM69	protein_coding
ENSG00000104154.7	SLC30A4	protein_coding
ENSG00000137767.14	SQOR	protein_coding
ENSG00000273972.1	AC068722.2	lncRNA
ENSG00000241175.3	RN7SL494P	misc_RNA
ENSG00000183578.8	TNFAIP8L3	protein_coding
ENSG00000137869.15	CYP19A1	protein_coding
ENSG00000186417.14	GLDN	protein_coding
ENSG00000259612.1	EEF1A1P22	processed_pseudogene
ENSG00000261652.3	C15orf65	protein_coding
ENSG00000247982.6	LINC00926	lncRNA
ENSG00000128918.15	ALDH1A2	protein_coding
ENSG00000103569.10	AQP9	protein_coding
ENSG00000259651.2	MTCO3P23	processed_pseudogene
ENSG00000259626.2	MTND3P12	processed_pseudogene
ENSG00000259600.2	AC066616.2	processed_pseudogene
ENSG00000259379.1	MTND5P32	processed_pseudogene
ENSG00000259671.1	MTCYBP23	processed_pseudogene
ENSG00000240934.2	AC066616.1	processed_pseudogene
ENSG00000259293.1	LIPC-AS1	lncRNA
ENSG00000157456.8	CCNB2	protein_coding
ENSG00000259238.1	AC092755.2	lncRNA
ENSG00000069667.16	RORA	protein_coding
ENSG00000103642.12	LACTB	protein_coding
ENSG00000074410.14	CA12	protein_coding
ENSG00000259268.2	AC007950.1	lncRNA
ENSG00000157734.14	SNX22	protein_coding
ENSG00000140451.13	PIF1	protein_coding
ENSG00000241839.10	PLEKHO2	protein_coding
ENSG00000166839.17	ANKDD1A	protein_coding
ENSG00000199568.1	RNU5A-1	snRNA
ENSG00000200156.1	RNU5B-1	snRNA
ENSG00000261544.1	AC011939.2	lncRNA
ENSG00000166949.16	SMAD3	protein_coding
ENSG00000137807.15	KIF23	protein_coding
ENSG00000207965.1	MIR629	miRNA
ENSG00000067225.18	PKM	protein_coding
ENSG00000129038.16	LOXL1	protein_coding
ENSG00000140464.20	PML	protein_coding
ENSG00000260096.1	DNM1P33	unprocessed_pseudogene
ENSG00000140465.14	CYP1A1	protein_coding
ENSG00000201510.1	RN7SKP217	misc_RNA
ENSG00000140379.8	BCL2A1	protein_coding
ENSG00000136379.12	ABHD17C	protein_coding
ENSG00000274376.4	ADAMTS7P1	transcribed_unprocessed_pseudogene
ENSG00000259429.5	UBE2Q2P2	transcribed_unprocessed_pseudogene
ENSG00000197978.9	GOLGA6L9	protein_coding
ENSG00000255769.7	GOLGA2P10	transcribed_unprocessed_pseudogene
ENSG00000103723.15	AP3B2	protein_coding
ENSG00000259707.1	AC105339.4	processed_pseudogene
ENSG00000279945.1	AC013489.3	TEC
ENSG00000140543.14	DET1	protein_coding
ENSG00000140511.11	HAPLN3	protein_coding
ENSG00000140534.14	TICRR	protein_coding
ENSG00000166825.14	ANPEP	protein_coding
ENSG00000259704.2	AC124248.1	lncRNA
ENSG00000140564.12	FURIN	protein_coding
ENSG00000182511.12	FES	protein_coding
ENSG00000196547.15	MAN2A2	protein_coding
ENSG00000185442.13	FAM174B	protein_coding
ENSG00000258741.4	H2AZ2P1	transcribed_processed_pseudogene
ENSG00000260361.1	AC106028.3	lncRNA
ENSG00000258922.1	AC106028.2	lncRNA
ENSG00000182175.14	RGMA	protein_coding
ENSG00000258476.6	LINC02207	lncRNA
ENSG00000140563.15	MCTP2	protein_coding
ENSG00000258632.2	AC135626.1	processed_pseudogene
ENSG00000287328.1	AC135626.2	unprocessed_pseudogene
ENSG00000140470.14	ADAMTS17	protein_coding
ENSG00000259376.1	AC090907.1	lncRNA
ENSG00000259755.1	AC090907.2	lncRNA
ENSG00000287892.1	AC090907.3	lncRNA
ENSG00000259182.5	AC019254.1	lncRNA
ENSG00000131873.7	CHSY1	protein_coding
ENSG00000140479.17	PCSK6	protein_coding
ENSG00000103253.18	HAGHL	protein_coding
ENSG00000260807.7	CEROX1	lncRNA
ENSG00000260496.3	AC009041.1	lncRNA
ENSG00000131634.14	TMEM204	protein_coding
ENSG00000198736.11	MSRB1	protein_coding
ENSG00000162062.15	TEDC2	protein_coding
ENSG00000172382.10	PRSS27	protein_coding
ENSG00000127564.17	PKMYT1	protein_coding
ENSG00000272079.2	AC004233.2	lncRNA
ENSG00000213937.4	CLDN9	protein_coding
